3,MTZ,FLOW1,FLOW2;;;
a280,3600,3600,3600;;;
ali535,3600,3600,3600;;;
att48,187.828,235.219,844.828;;;
att532,3600,3600,3600;;;
berlin52,0.422,8.547,19.421;;;
bier127,3600,3600,3600;;;
burma14,3.156,0.156,0.203;;;
ch130,3600,3600,3600;;;
ch150,3600,3600,3600;;;
d198,3600,3600,3600;;;
d493,3600,3600,3600;;;
d657,3600,3600,3600;;;
eil101,34.219,3600,3250.313;;;
eil51,1.11,99.015,28.734;;;
eil76,3.218,1678.61,637.234;;;
fl417,3600,3600,3600;;;
gil262,3600,3600,3600;;;
gr202,3600,3600,3600;;;
gr229,3600,3600,3600;;;
gr431,3600,3600,3600;;;
kroA100,3600,3600,3600;;;
kroA150,3600,3600,3600;;;
kroA200,3600,3600,3600;;;
kroB100,3600,3600,3600;;;
kroB150,3600,3600,3600;;;
kroB200,3600,3600,3600;;;
kroC100,3600,3600,3600;;;
kroD100,3600,3600,3600;;;
kroE100,1838.859,3600,3600;;;
lin105,3600,3600,3600;;;
lin318,3600,3600,3600;;;
p654,3600,3600,3600;;;
pcb442,3600,3600,3600;;;
pr107,3600,3600,3600;;;
pr124,3600,3600,3600;;;
pr136,3600,3600,3600;;;
pr144,3600,3600,3600;;;
pr152,3600,3600,3600;;;
pr226,3600,3600,3600;;;
pr264,3600,3600,3600;;;
pr299,3600,3600,3600;;;
pr439,3600,3600,3600;;;
pr76,1097.453,3600,3600;;;
rat195,3600,3600,3600;;;
rat575,3600,3600,3600;;;
rat783,3600,3600,3600;;;
rat99,11.344,3600,1403.375;;;
rd100,3600,3600,3600;;;
rd400,3600,3600,3600;;;
st70,939.828,3600,3600;;;
u159,3600,3600,3600;;;
u574,3600,3600,3600;;;
u724,3600,3600,3600;;;
ulysses16,1.844,0.703,0.563;;;
ulysses22,185.391,39.25,3.25;;;
